Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3734064;1000497103676690898;63850017882303;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.041, 0.118, 0.992);(-0.640, 0.154, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.028, 0.118, 0.993);(0.034, 0.000, 0.000);0.427;5.631;13.183;2;0.9630675
3734065;1000497103681694657;63850017882313;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.041, 0.118, 0.992);(-0.640, 0.154, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.028, 0.118, 0.993);(0.034, 0.000, 0.000);0.427;5.633;13.183;2;0.9566481
3734066;1000497103686698403;63850017882313;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.040, 0.118, 0.992);(-0.640, 0.154, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.118, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.027, 0.118, 0.993);(0.034, 0.000, 0.000);0.427;5.634;13.183;2;0.9721358
3734067;1000497103691698758;63850017882325;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.040, 0.119, 0.992);(-0.640, 0.154, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.027, 0.119, 0.993);(0.034, 0.000, 0.000);0.427;5.634;13.183;2;0.9858238
3734068;1000497103696699248;63850017882325;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.040, 0.119, 0.992);(-0.639, 0.155, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.026, 0.119, 0.993);(0.034, 0.000, 0.000);0.427;5.635;13.183;2;1
3734069;1000497103701699872;63850017882336;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.039, 0.119, 0.992);(-0.639, 0.154, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.411;5.449;13.257;VALID;(0.026, 0.119, 0.993);(0.034, 0.000, 0.000);0.427;5.635;13.183;2;1
3734070;1000497103706700493;63850017882336;(0.766, 1.785, -0.304);(-0.021, -0.437, 0.003, 0.899);VALID;(0.039, 0.119, 0.992);(-0.639, 0.155, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.119, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.026, 0.119, 0.993);(0.034, 0.000, 0.000);0.428;5.637;13.183;2;1
3734071;1000497103711701115;63850017882347;(0.766, 1.785, -0.303);(-0.021, -0.437, 0.003, 0.899);VALID;(0.039, 0.120, 0.992);(-0.639, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.120, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.026, 0.120, 0.992);(0.034, 0.000, 0.000);0.428;5.639;13.183;2;1
3734072;1000497103716701736;63850017882347;(0.766, 1.785, -0.303);(-0.021, -0.437, 0.003, 0.899);VALID;(0.039, 0.120, 0.992);(-0.639, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.120, 0.992);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.025, 0.120, 0.992);(0.034, 0.000, 0.000);0.429;5.649;13.183;2;1
3734073;1000497103721702355;63850017882347;(0.766, 1.785, -0.303);(-0.021, -0.437, 0.003, 0.899);VALID;(0.038, 0.120, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.120, 0.991);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.024, 0.120, 0.992);(0.034, 0.000, 0.000);0.429;5.661;13.183;2;1
3734074;1000497103726702971;63850017882358;(0.766, 1.785, -0.303);(-0.020, -0.437, 0.003, 0.899);VALID;(0.038, 0.121, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.121, 0.991);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.024, 0.121, 0.992);(0.034, 0.000, 0.000);0.430;5.668;13.183;2;1
3734075;1000497103731703586;63850017882358;(0.766, 1.785, -0.303);(-0.020, -0.437, 0.003, 0.899);VALID;(0.038, 0.121, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.121, 0.991);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.023, 0.121, 0.992);(0.034, 0.000, 0.000);0.430;5.671;13.183;2;1
3734076;1000497103736707660;63850017882369;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.038, 0.121, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.121, 0.991);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.023, 0.121, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;0.9989789
3734077;1000497103741711718;63850017882369;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.038, 0.121, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.121, 0.991);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.023, 0.121, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;1
3734078;1000497103746715653;63850017882380;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.037, 0.122, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.121, 0.991);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.023, 0.122, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;0.9954954
3734079;1000497103751719437;63850017882380;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.037, 0.122, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.022, 0.122, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;1
3734080;1000497103756723100;63850017882391;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.037, 0.122, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.451;13.257;VALID;(0.022, 0.122, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;1
3734081;1000497103761723343;63850017882391;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.037, 0.122, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.022, 0.122, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;1
3734082;1000497103766723720;63850017882403;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.037, 0.122, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.022, 0.122, 0.992);(0.034, 0.000, 0.000);0.430;5.672;13.183;2;1
3734083;1000497103771724230;63850017882403;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.036, 0.122, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.021, 0.122, 0.992);(0.034, 0.000, 0.000);0.431;5.680;13.183;2;1
3734084;1000497103776728305;63850017882403;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.003, 0.900);VALID;(0.036, 0.122, 0.992);(-0.638, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.021, 0.122, 0.992);(0.034, 0.000, 0.000);0.431;5.688;13.183;2;1
3734085;1000497103781728906;63850017882414;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.002, 0.900);VALID;(0.036, 0.122, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.452;13.257;VALID;(0.021, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.692;13.183;2;1
3734086;1000497103786729531;63850017882414;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.002, 0.900);VALID;(0.036, 0.122, 0.992);(-0.637, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.693;13.183;2;1
3734087;1000497103791730154;63850017882425;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.002, 0.900);VALID;(0.036, 0.122, 0.992);(-0.638, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.693;13.183;2;1
3734088;1000497103796730775;63850017882425;(0.766, 1.785, -0.303);(-0.020, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.637, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.693;13.183;2;1
3734089;1000497103801731393;63850017882436;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.638, 0.155, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.693;13.183;2;1
3734090;1000497103806735471;63850017882436;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.637, 0.155, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.693;13.183;2;1
3734091;1000497103811739535;63850017882447;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.638, 0.155, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.692;13.183;2;1
3734092;1000497103816743559;63850017882447;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.638, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.454;13.257;VALID;(0.020, 0.122, 0.992);(0.034, 0.000, 0.000);0.432;5.691;13.183;2;1
3734093;1000497103821747434;63850017882447;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.122, 0.992);(-0.638, 0.156, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.432;5.691;13.183;2;1
3734094;1000497103826751159;63850017882458;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.122, 0.991);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.432;5.690;13.183;2;1
3734095;1000497103831754789;63850017882458;(0.766, 1.785, -0.303);(-0.019, -0.436, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.432;5.689;13.183;2;1
3734096;1000497103836755080;63850017882469;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.688;13.183;2;1
3734097;1000497103841755503;63850017882469;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.411;5.455;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.687;13.183;2;1
3734098;1000497103846756060;63850017882480;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.456;13.257;VALID;(0.020, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.686;13.183;2;1
3734099;1000497103851760183;63850017882480;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.457;13.257;VALID;(0.019, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.685;13.183;2;1
3734100;1000497103856760831;63850017882492;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.458;13.257;VALID;(0.019, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.684;13.183;2;1
3734101;1000497103861761478;63850017882492;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.035, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.459;13.257;VALID;(0.019, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.683;13.183;2;1
3734102;1000497103866762122;63850017882502;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.459;13.257;VALID;(0.019, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.682;13.183;2;1
3734103;1000497103871762764;63850017882502;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.123, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.460;13.257;VALID;(0.019, 0.123, 0.992);(0.034, 0.000, 0.000);0.431;5.681;13.183;2;1
3734104;1000497103876763403;63850017882502;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.123, 0.991);(-0.034, 0.000, 0.000);0.412;5.461;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.431;5.680;13.183;2;1
3734105;1000497103881767501;63850017882513;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.461;13.257;VALID;(0.018, 0.124, 0.992);(0.034, 0.000, 0.000);0.431;5.679;13.183;2;1
3734106;1000497103886771584;63850017882513;(0.766, 1.785, -0.303);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.462;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.431;5.677;13.183;2;1
3734107;1000497103891775545;63850017882525;(0.766, 1.785, -0.302);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.462;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.431;5.676;13.183;2;1
3734108;1000497103896779356;63850017882525;(0.766, 1.785, -0.302);(-0.019, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.463;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.430;5.675;13.183;2;1
3734109;1000497103901783017;63850017882536;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.463;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.430;5.674;13.183;2;1
3734110;1000497103906782995;63850017882536;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.463;13.257;VALID;(0.019, 0.124, 0.992);(0.034, 0.000, 0.000);0.430;5.674;13.183;2;1
3734111;1000497103911783289;63850017882547;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.639, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.464;13.257;VALID;(0.018, 0.124, 0.992);(0.034, 0.000, 0.000);0.430;5.674;13.183;2;1
3734112;1000497103916783715;63850017882547;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.639, 0.155, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.465;13.257;VALID;(0.018, 0.124, 0.992);(0.034, 0.000, 0.000);0.430;5.673;13.183;2;1
3734113;1000497103921784275;63850017882547;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.124, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.050, 0.124, 0.991);(-0.034, 0.000, 0.000);0.412;5.465;13.257;VALID;(0.018, 0.124, 0.992);(0.034, 0.000, 0.000);0.433;5.709;13.183;2;0.9746535
3734114;1000497103926784915;63850017882558;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.034, 0.125, 0.992);(-0.638, 0.156, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.125, 0.991);(-0.034, 0.000, 0.000);0.412;5.466;13.257;VALID;(0.017, 0.125, 0.992);(0.034, 0.000, 0.000);0.436;5.744;13.183;2;0.9600468
3734115;1000497103931785553;63850017882558;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.033, 0.126, 0.992);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.126, 0.991);(-0.034, 0.000, 0.000);0.412;5.467;13.257;VALID;(0.017, 0.126, 0.992);(0.034, 0.000, 0.000);0.439;5.782;13.183;2;0.92035
3734116;1000497103936786189;63850017882569;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.033, 0.126, 0.991);(-0.638, 0.157, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.126, 0.991);(-0.034, 0.000, 0.000);0.412;5.468;13.257;VALID;(0.016, 0.126, 0.992);(0.034, 0.000, 0.000);0.440;5.801;13.183;2;0.9327805
3734117;1000497103941786823;63850017882569;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.032, 0.127, 0.991);(-0.637, 0.158, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.127, 0.991);(-0.034, 0.000, 0.000);0.413;5.469;13.257;VALID;(0.015, 0.127, 0.992);(0.034, 0.000, 0.000);0.441;5.809;13.183;2;0.9369212
3734118;1000497103946787454;63850017882579;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.032, 0.128, 0.991);(-0.637, 0.159, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.128, 0.991);(-0.034, 0.000, 0.000);0.413;5.470;13.257;VALID;(0.014, 0.128, 0.992);(0.034, 0.000, 0.000);0.441;5.817;13.183;2;0.9270704
3734119;1000497103951791543;63850017882579;(0.766, 1.785, -0.302);(-0.018, -0.435, 0.002, 0.900);VALID;(0.032, 0.129, 0.991);(-0.636, 0.159, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.129, 0.990);(-0.034, 0.000, 0.000);0.413;5.470;13.257;VALID;(0.013, 0.129, 0.992);(0.034, 0.000, 0.000);0.442;5.828;13.183;2;0.9096285
3734120;1000497103956795619;63850017882590;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.031, 0.130, 0.991);(-0.636, 0.160, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.129, 0.990);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.012, 0.130, 0.991);(0.034, 0.000, 0.000);0.443;5.842;13.183;2;0.8804952
3734121;1000497103961799627;63850017882591;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.031, 0.130, 0.991);(-0.636, 0.161, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.130, 0.990);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.011, 0.131, 0.991);(0.034, 0.000, 0.000);0.444;5.850;13.183;2;0.87227
3734122;1000497103966803487;63850017882601;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.030, 0.131, 0.991);(-0.635, 0.162, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.131, 0.990);(-0.034, 0.000, 0.000);0.413;5.473;13.257;VALID;(0.010, 0.131, 0.991);(0.034, 0.000, 0.000);0.444;5.854;13.183;2;0.8778824
3734123;1000497103971807196;63850017882601;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.030, 0.132, 0.991);(-0.635, 0.162, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.132, 0.990);(-0.034, 0.000, 0.000);0.413;5.473;13.257;VALID;(0.009, 0.132, 0.991);(0.034, 0.000, 0.000);0.444;5.856;13.183;2;0.8812953
3734124;1000497103976810755;63850017882612;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.029, 0.133, 0.991);(-0.635, 0.163, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.049, 0.133, 0.990);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.009, 0.133, 0.991);(0.034, 0.000, 0.000);0.444;5.858;13.183;2;0.8725339
3734125;1000497103981810540;63850017882612;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.029, 0.133, 0.991);(-0.634, 0.163, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.048, 0.133, 0.990);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.008, 0.133, 0.991);(0.034, 0.000, 0.000);0.444;5.859;13.183;2;0.8884884
3734126;1000497103986810841;63850017882612;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.028, 0.134, 0.991);(-0.634, 0.164, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.048, 0.134, 0.990);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.008, 0.134, 0.991);(0.034, 0.000, 0.000);0.445;5.863;13.183;2;0.8874543
3734127;1000497103991811275;63850017882624;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.028, 0.134, 0.991);(-0.634, 0.164, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.048, 0.134, 0.990);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.007, 0.134, 0.991);(0.034, 0.000, 0.000);0.445;5.865;13.183;2;0.8922909
3734128;1000497103996811842;63850017882624;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.028, 0.135, 0.991);(-0.634, 0.164, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.048, 0.134, 0.990);(-0.034, 0.000, 0.000);0.413;5.476;13.257;VALID;(0.007, 0.135, 0.991);(0.034, 0.000, 0.000);0.445;5.867;13.183;2;0.8888336
3734129;1000497104001812460;63850017882635;(0.766, 1.785, -0.302);(-0.018, -0.434, 0.002, 0.901);VALID;(0.027, 0.135, 0.990);(-0.633, 0.165, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.048, 0.135, 0.990);(-0.034, 0.000, 0.000);0.413;5.476;13.257;VALID;(0.006, 0.135, 0.991);(0.034, 0.000, 0.000);0.445;5.868;13.183;2;0.891972
